For 0069               02 40 31.49 -34 42 10.0 19.76  1.30   53.4  0.5  0.49 0.03  0.47 0.07 0.992 1
For 0070               02 40 29.43 -34 42  6.3 19.34  1.08   56.9  0.4  0.51 0.03  0.59 0.06 0.995 1
For 0071               02 40 32.01 -34 41 52.5 20.52  1.18   50.0  3.8  0.30 0.07  0.20 0.15 0.962 1
For 0072               02 40 29.04 -34 41 21.7 19.16  1.07   50.0  0.4  0.51 0.02  0.63 0.04 0.995 1
For 0073               02 40 32.71 -34 30 17.8 19.41  1.09   60.5  0.4  0.51 0.03  0.86 0.05 0.982 1
For 0074               02 40 29.85 -34 30 44.2 19.22  1.17   53.7  0.4  0.51 0.03  0.69 0.06 0.995 1
For 0075               02 40 34.18 -34 30 46.1 19.07  1.19   63.5  0.4  0.51 0.02  0.63 0.05 0.995 1
For 0076               02 40 36.86 -34 31 49.1 19.36  1.14   63.1  0.4  0.51 0.02  0.67 0.05 0.995 1
For 0077               02 40 35.85 -34 32 31.4 19.26  1.05   54.6  0.4  0.47 0.02  0.66 0.04 0.995 1
For 0078               02 40 35.56 -34 34 46.4 19.38  1.17   58.4  0.4  0.50 0.03  0.63 0.05 0.995 1
For 0079               02 40 40.05 -34 30 45.7 19.19  1.23   40.1  0.4  0.51 0.03  0.75 0.05 0.983 1
For 0080               02 40 49.12 -34 32 36.4 19.19  1.16   60.3  0.4  0.48 0.02  0.68 0.04 0.995 1
For 0081               02 40 43.35 -34 33 43.8 19.25  1.20   49.4  0.7  0.51 0.03  0.62 0.06 0.995 1
For 0082               02 40 54.01 -34 34 10.8 18.90  1.11   57.6  0.4  0.40 0.02  0.50 0.03 0.993 1
For 0083               02 40 47.26 -34 34 17.9 18.97  1.19   67.2  0.4  0.46 0.02  0.55 0.04 0.993 1
For 0084               02 40 58.61 -34 34 37.5 19.07  1.22   63.5  0.4  0.51 0.02  0.61 0.04 0.994 1
For 0085               02 40 49.76 -34 42 49.1 19.33  1.25   70.1  1.1  0.43 0.05  0.29 0.18 0.972 1
For 0086               02 40 43.81 -34 41 43.4 19.02  1.25   46.1  0.5  0.61 0.03  1.01 0.05 0.810 1
For 0087               02 40 53.30 -34 41  3.9 18.99  1.29   53.5  0.4  0.60 0.02  0.87 0.06 0.979 1
For 0088               02 40 43.47 -34 40 33.9 19.19  1.26   58.8  0.6  0.58 0.02  1.04 0.07 0.864 1
For 0089               02 40 41.52 -34 38 19.4 19.34  1.22   73.1  0.5  0.00 0.00  0.00 0.00 0.975 0
For 0090               02 40 50.11 -34 36  7.5 19.04  1.21   53.4  0.4  0.58 0.02  0.94 0.06 0.945 1
For 0091               02 40 48.27 -34 35  9.4 19.19  1.17   45.7  0.7  0.66 0.03  1.13 0.10 0.761 1
For 0092               02 40 35.92 -34 41 53.9 20.08  1.02   39.3  1.3  0.00 0.00  1.14 0.08 0.395 1
For 0093               02 40 33.61 -34 41 32.6 19.95  1.42   60.5  0.6  0.00 0.00  0.00 0.00 0.988 0
For 0094               02 40 35.92 -34 38 20.3 19.14  0.97   62.7  0.6  0.56 0.03  0.85 0.06 0.983 1
For 0095               02 40 16.75 -34 30 55.2 19.07  1.38   71.2  0.3  0.55 0.02  0.74 0.03 0.990 1
For 0096               02 40  6.02 -34 41 32.4 18.85  1.36   44.4  0.6  0.53 0.03  0.48 0.07 0.989 1
For 0097               02 40 39.12 -34 32 38.1 18.81  1.27   57.7  1.5  0.36 0.04  0.61 0.06 0.995 1
For 0098               02 40 43.80 -34 30 31.0 18.85  1.31   70.6  1.5  0.45 0.03  0.59 0.06 0.991 1
For 0099               02 40 43.06 -34 31 10.5 18.92  1.28   63.7  1.6  0.39 0.04  1.05 0.05 0.690 1
For 0100               02 40 54.55 -34 33 16.2 18.70  1.27   75.9  1.1  0.47 0.02  0.55 0.06 0.981 1
For 0101               02 40 49.05 -34 38 12.4 18.76  1.36   78.9  1.6  0.46 0.07  0.74 0.09 0.964 1
For 0102               02 40 43.05 -34 35 11.2 18.80  1.31   53.3  1.6  0.36 0.04  0.54 0.09 0.994 1
For 0103               02 39 59.41 -34 34 21.5 18.49  1.23   35.0  6.5  0.32 0.06  0.37 0.12 0.971 1
For 0104               02 39 55.85 -34 34 33.7 18.87  1.19   69.8  7.5  0.43 0.05  0.23 0.14 0.969 1
For 0105               02 39 58.73 -34 34 40.6 18.73  1.39   55.5  1.4  0.47 0.03  0.64 0.09 0.996 1
For 0106               02 39 53.64 -34 35 14.7 18.81  1.33   43.4  2.7  0.38 0.04  0.55 0.10 0.993 1
For 0107               02 39 57.46 -34 35 48.5 18.33  1.54   58.2  2.8  0.40 0.04  0.75 0.10 0.995 1
For 0108               02 40  2.09 -34 36 32.8 18.52  1.53   63.8  2.2  0.54 0.03  0.57 0.10 0.994 1
For 0109               02 40  1.85 -34 36 56.4 18.59  1.43   46.3  2.8  0.40 0.04  0.71 0.10 0.992 1
For 0110               02 40  2.81 -34 32  7.3 18.80  1.41   65.7  1.7  0.35 0.04  0.63 0.10 0.997 1
For 0111               02 40  6.47 -34 35 33.2 19.13  1.44   73.9  5.1  0.45 0.05  0.46 0.13 0.987 1
For 0112               02 40  5.09 -34 35 41.7 18.61  1.33   42.6  2.3  0.40 0.04  0.37 0.10 0.982 1
For 0113               02 40  3.95 -34 36 15.7 18.23  1.50   72.0  2.6  0.43 0.03  0.40 0.09 0.976 1
For 0114               02 40  4.99 -34 36 33.0 18.45  1.54   56.6  2.0  0.47 0.03  0.56 0.10 0.995 1
For 0115               02 40 13.72 -34 36 54.0 18.15  1.42   75.2  2.1  0.35 0.03  0.41 0.09 0.970 1
For 0116               02 40 12.84 -34 37 21.8 19.04  1.44   58.4  1.7  0.42 0.04  0.55 0.10 0.994 1
For 0117               02 40  0.47 -34 41 50.6 18.45  1.53   58.8  5.2  0.61 0.05  0.54 0.15 0.993 1
For 0118               02 39 59.51 -34 39 44.5 18.34  1.47   58.1  5.5  0.36 0.09  0.51 0.14 0.993 1
For 0119               02 40  4.18 -34 39 12.6 18.74  1.38   40.6  3.2  0.38 0.07  0.64 0.13 0.987 1
For 0120               02 40  8.53 -34 38 34.4 18.83  1.35   71.0  4.7  0.32 0.09  0.79 0.12 0.986 1
For 0121               02 40  2.15 -34 38  2.9 19.10  1.42   44.7  7.9  0.13 0.13  0.62 0.15 0.990 1
For 0122               02 40  5.04 -34 37 46.8 18.30  1.51   56.9  1.4  0.37 0.04  0.50 0.09 0.994 1
For 0123               02 39 56.25 -34 40 42.5 18.49  1.44   27.7  3.5  0.38 0.06  0.62 0.12 0.926 1
For 0124               02 39 58.27 -34 40  0.2 18.70  1.42   63.9  5.5  0.41 0.07  0.56 0.14 0.993 1
For 0125               02 39 58.89 -34 37 54.0 18.86  1.30   65.5  9.8  0.52 0.06  0.38 0.16 0.986 1
For 0126               02 39 54.11 -34 36 24.2 18.88  1.27   52.9  3.5  0.31 0.06  0.62 0.11 0.996 1
For 0127               02 40  6.52 -34 31  0.3 18.51  1.46   61.5  6.1  0.41 0.04  0.38 0.12 0.995 1
